pandascore_id,competitions,high_school,depth_chart_position,player_id,birth_city,birth_state,years_exp,team_changed_at,birth_country,metadata,first_name,fantasy_positions,injury_status,active,fantasy_data_id,swish_id,injury_notes,injury_start_date,oddsjam_id,injury_body_part,hashtag,news_updated,status,search_last_name,weight,birth_date,depth_chart_order,search_rank,number,search_first_name,opta_id,rotoworld_id,age,practice_description,practice_participation,last_name,yahoo_id,team_abbr,espn_id,search_full_name,rotowire_id,college,sportradar_id,gsis_id,sport,position,full_name,stats_id,team,height
,[],,,3152,,,0.0,,,{'override_active': 'false'},Andy,,,False,17908.0,,,,,,#andyreid-NFL-FA-0,,Inactive,reid,,,,9999999.0,0.0,andy,,8350.0,,,,Reid,,,,andyreid,,,,,nfl,,Andy Reid,,,
,[],,,1847,,,1.0,,,,Jemea,['DB'],,False,16054.0,,,,,,#jemeathomas-NFL-FA-35,,Inactive,thomas,192,1990-04-07,,9999999.0,35.0,jemea,,,27.0,,,Thomas,27734.0,,16817.0,jemeathomas,,Georgia Tech,b293de60-1d57-4868-8463-d6b7370cb54c,,nfl,CB,Jemea Thomas,,,"5'9"""
,[],Thomson (GA),,5659,,,4.0,,,{'channel_id': '1116853139794821120'},John,['DL'],,True,20330.0,,,,,,#johnatkins-NFL-FA-98,1629088537631.0,Active,atkins,320,1992-12-21,,1452.0,98.0,john,,,29.0,,,Atkins,31647.0,,3043127.0,johnatkins,12910.0,Georgia,648bcdd5-7239-41b4-b346-a2424f6c01d3,00-0034586,nfl,DT,John Atkins,,,75
,[],Paramount (CA),,7906,,,0.0,,,"{'channel_id': '1116853433085722624', 'rookie_year': ''}",Mike,['OL'],,True,,,,,,,#mikebrown-NFL-FA-0,,Active,brown,345,,,,0.0,mike,,,,,,Brown,,,,mikebrown,,West Virginia,650108d9-4e30-408d-a1ad-00abc13b2f46,,nfl,OL,Mike Brown,,,75
,[],Avon (IN),RB,11651,,,1.0,,,"{'channel_id': '1113708880111628288', 'rookie_year': '2024'}",Isaac,['RB'],Questionable,True,,1126338.0,Sprain,,976403A17844,Knee - MCL,#isaacguerendo-NFL-SF-31,1742327426922.0,Active,guerendo,221,2000-06-28,2.0,151.0,31.0,isaac,,,24.0,,,Guerendo,,,,isaacguerendo,17947.0,Louisville,eac64b21-6e9e-447a-bf18-8a00b5c12871,,nfl,RB,Isaac Guerendo,,SF,72
,[],Rock Valley (IA),LOLB,6183,,,6.0,,,"{'channel_id': '1113708710137458688', 'rookie_year': '2019'}",Andrew,"['DL', 'LB']",,True,20971.0,840243.0,,,05ACBED8BE68,,#andrewvanginkel-NFL-MIN-43,1746033931781.0,Active,vanginkel,238,1995-07-01,1.0,480.0,43.0,andrew,,,29.0,,,Van Ginkel,31983.0,,3133487.0,andrewvanginkel,13887.0,Wisconsin,7b47d190-168b-44bc-bb91-a688fe28f768, 00-0035272,nfl,LB,Andrew Van Ginkel,,MIN,76
,[],Grand Street Campus (NY),,8613,,,1.0,,,"{'channel_id': '1116853506075000832', 'years_exp_shift': '1'}",Taysir,['WR'],,True,,942983.0,,,,,#taysirmack-NFL-FA-0,1661059220311.0,Active,mack,190,1998-09-17,,565.0,0.0,taysir,,,24.0,,,Mack,,,,taysirmack,16393.0,Pittsburgh,3487ea70-ca80-11ec-97ae-e1573849d1a6,,nfl,WR,Taysir Mack,,,74
,[],Midfield (AL),,2462,,,7.0,,,{'channel_id': '1116852807698219008'},J.J.,['WR'],,True,16919.0,557431.0,,,,,#jjnelson-NFL-FA-15,1669562144726.0,Active,nelson,160,1992-04-24,,9999999.0,15.0,jj,,10536.0,30.0,,,Nelson,28547.0,,2515759.0,jjnelson,10244.0,UAB,617269c1-88b3-45a6-b4a8-b2806a0cdaea,00-0032112,nfl,WR,J.J. Nelson,557431.0,,70
,[],Stevens (TX),LDE,8736,,,3.0,,,"{'channel_id': '1113708823849234432', 'rookie_year': '2022'}",Elijah,['DL'],,True,,921048.0,,,28E879FA0240,,#elijahgarcia-NFL-NYG-90,1725000307583.0,Active,garcia,302,1998-03-11,3.0,9999999.0,90.0,elijah,,,27.0,,,Garcia,,,,elijahgarcia,16414.0,Rice,32e18540-d206-11ec-ab20-b37737d70cc4,,nfl,DT,Elijah Garcia,,NYG,77
,[],Highland Park (KS),,1302,,,8.0,,,,Michael,['LB'],,False,14782.0,,,,,,#michaelwilhoite-NFL-FA-57,1516076401777.0,Inactive,wilhoite,245,1986-12-07,,9999999.0,57.0,michael,,,33.0,,,Wilhoite,25688.0,,14859.0,michaelwilhoite,8590.0,Washburn,044457c1-cdcf-482d-868a-02ced974782b,,nfl,LB,Michael Wilhoite,473663.0,,"6'0"""
,[],,,853,,,3.0,,,,Jeff,['WR'],,False,12944.0,,,,,,#jeffmaehl-NFL-FA-88,,Inactive,maehl,190,1989-01-17,,9999999.0,88.0,jeff,,,28.0,,,Maehl,25526.0,,14590.0,jeffmaehl,,Oregon,8971384e-c1b0-4c00-b464-48b429d0c9b7,,nfl,WR,Jeff Maehl,401792.0,,"6'1"""
,[],,K,12385,,,1.0,,,"{'channel_id': '1113708675878383616', 'rookie_year': '2024'}",Jude,['K'],,True,,1338146.0,,,B56D4DC4E26C,,#judemcatamney-NFL-NYG-99,1736209807732.0,Active,mcatamney,205,2000-05-09,2.0,876.0,99.0,jude,,,24.0,,,McAtamney,,,,judemcatamney,18294.0,Rutgers,59390ff0-0eeb-11ef-966f-a152cdc308bf,,nfl,K,Jude McAtamney,,NYG,74
,[],,,8919,,,3.0,,,"{'channel_id': '1116853550123581440', 'rookie_year': '2022'}",Ayo,['DB'],,True,,1290302.0,,,FA99B1BFA9FD,,#ayooyelola-NFL-FA-17,,Active,oyelola,213,1998-10-19,,667.0,17.0,ayo,,,26.0,,,Oyelola,,,,ayooyelola,16401.0,,eef00e70-11a1-11ed-aed8-a5e6731fc3b3,,nfl,DB,Ayo Oyelola,,,71
,[],Klein Oak (TX),RCB,11905,,,1.0,,,"{'channel_id': '1113708707109171200', 'rookie_year': '2024'}",Dwight,['DB'],,True,,1213368.0,,,1D75C9EF2878,,#dwightmcglothern-NFL-MIN-29,,Active,mcglothern,185,2002-02-06,3.0,9999999.0,29.0,dwight,,,23.0,,,McGlothern,,,,dwightmcglothern,17992.0,Arkansas,0b114d80-0584-11ef-8549-c35bdee1a640,,nfl,DB,Dwight McGlothern,,MIN,74
,[],Hillsboro (TN),,11458,,,2.0,,,"{'channel_id': '1113708836121767936', 'rookie_year': '2023'}",Matthew,['DB'],,True,,1052118.0,,,ED335FBFC4E9,,#matthewjackson-NFL-FA-35,,Active,jackson,209,1998-11-09,,9999999.0,35.0,matthew,,,26.0,,,Jackson,,,,matthewjackson,17462.0,Eastern Kentucky,eedcada0-f326-11ed-b25a-5d4c77d069e1,,nfl,DB,Matthew Jackson,,,73
,[],Deerfield Beach (FL),DL,11308,,,2.0,,,"{'channel_id': '1113708800843476992', 'rookie_year': '2023'}",Deslin,['DL'],,True,,976936.0,,,4C130CAE1212,,#deslinalexandre-NFL-GB-49,1724879705695.0,Active,alexandre,264,1998-06-11,,9999999.0,49.0,deslin,,,26.0,,,Alexandre,,,,deslinalexandre,16732.0,Pittsburgh,aae1ef00-eba8-11ed-906c-29c5e0123ad9,,nfl,DE,Deslin Alexandre,,GB,75
,[],,,3866,,,0.0,,,,Joe,['WR'],,False,18688.0,,,,,,#joehansley-NFL-FA-9,,Inactive,hansley,169,1994-02-07,,9999999.0,9.0,joe,,,24.0,,,Hansley,29998.0,,2973604.0,joehansley,11519.0,Colorado State,,,nfl,WR,Joe Hansley,,,"5'9"""
,[],Copperas Cove (TX),,185,,,17.0,,,,Charles,['DB'],,False,4819.0,,,,,,#charlestillman-NFL-FA-31,,Inactive,tillman,210,1981-02-23,,9999999.0,31.0,charles,,2457.0,39.0,,,Tillman,6371.0,,4493.0,charlestillman,3056.0,Louisiana-Lafayette,ff20d740-c731-460d-a460-7ffb8f9644e9,,nfl,CB,Charles Tillman,,,"6'2"""
,[],Newnan (GA),,5215,,,4.0,,,{'channel_id': '1116853072224583680'},Tray,['DB'],,True,20165.0,,,,,,#traymatthews-NFL-FA-34,1588122021033.0,Active,matthews,213,1994-10-18,,9999999.0,34.0,tray,,,27.0,,,Matthews,31237.0,,3043146.0,traymatthews,12831.0,Auburn,a45043f1-9e33-4564-bd69-df6528cbd03f,00-0034217,nfl,FS,Tray Matthews,,,73
,[],New Canaan (CT),LDE,5871,,,6.0,,,"{'channel_id': '1113708829264080896', 'rookie_year': '2019'}",Zach,['DL'],,True,20738.0,883401.0,,,8A2FD49F1C1D,,#zachallen-NFL-DEN-99,1737585025965.0,Active,allen,285,1997-08-20,1.0,556.0,99.0,zach,,,27.0,,,Allen,31897.0,,3915282.0,zachallen,13742.0,Boston College,f68685e7-9904-47bc-b39a-e1c813435385, 00-0035248,nfl,DE,Zach Allen,,DEN,77
,[],,,6604,,,5.0,,,"{'channel_id': '1113708809731207168', 'rookie_year': '2019'}",Mathieu,['DL'],,True,21431.0,1166011.0,,,2E2BDDB66CDE,,#mathieubetts-NFL-FA-95,1707862209933.0,Active,betts,259,1995-03-22,,9999999.0,95.0,mathieu,,,29.0,,,Betts,32248.0,,4411188.0,mathieubetts,13567.0,Laval (CAN),13141af5-6bef-4f49-98ce-5305f0187bef, 00-0035063,nfl,DL,Mathieu Betts,,,74
,[],Westgate (LA),,1190,,,10.0,,,,Tyrunn,['DL'],,False,14369.0,,,,,,#tyrunnwalker-NFL-FA-97,1547581826751.0,Inactive,walker,305,1990-03-18,,9999999.0,97.0,tyrunn,,,31.0,,,Walker,26054.0,,15460.0,tyrunnwalker,8564.0,Tulsa,e9cf609e-4d2a-497e-b7c5-677949820145,00-0029208,nfl,DT,Tyrunn Walker,554384.0,,75
,[],Summer Creek (TX),,12386,,,1.0,,,"{'channel_id': '1113708882842120193', 'rookie_year': '2024'}",Christian,['OT'],,True,,1129501.0,,,731E5140EA8E,,#christianduffie-NFL-FA,,Active,duffie,300,2000-03-17,,9999999.0,,christian,,,24.0,,,Duffie,,,,christianduffie,,Kansas State,4662cc60-0eee-11ef-84b2-6d6494493140,,nfl,OT,Christian Duffie,,,77
,[],Lynden (WA),,7353,,,2.0,,,{'channel_id': '1116853373765681152'},Bryce,['DL'],,True,22341.0,,,,,,#brycesterk-NFL-FA-87,1599193855149.0,Inactive,sterk,261,1996-09-11,,9999999.0,87.0,bryce,,,25.0,,,Sterk,33245.0,,3886832.0,brycesterk,15030.0,Montana State,a56aa157-a449-4550-bf25-59fa6fd2415d,,nfl,TE,Bryce Sterk,,,77
,[],Lithonia (GA),OL,10884,,,2.0,,,"{'channel_id': '1113708821429121024', 'rookie_year': '2023'}",Broderick,['OL'],,True,,1218639.0,,,72886618FAD7,,#broderickjones-NFL-PIT-77,1740496817131.0,Active,jones,311,2001-05-16,,9999999.0,77.0,broderick,,,23.0,,,Jones,,,,broderickjones,16892.0,Georgia,d96e572c-239f-4d88-8efa-282e8ace9e78,,nfl,OL,Broderick Jones,,PIT,77
,[],South View (NC),,6246,,,3.0,,,"{'channel_id': '1116853221298536448', 'injury_override_regular_2020_5': 'COV'}",Jeremy,['RB'],,True,21177.0,,,,,,#jeremycox-NFL-FA-35,1620082845280.0,Inactive,cox,235,1996-08-16,,9999999.0,35.0,jeremy,,,25.0,,,Cox,32541.0,,3914534.0,jeremycox,14003.0,Old Dominion,3eb32502-2ecd-44b9-978e-33473fdd8354, 00-0035427,nfl,RB,Jeremy Cox,867172.0,,72
,[],Lakeville North (MN),DL,12903,,,0.0,,,"{'channel_id': '1222742097090576384', 'rookie_year': '0'}",Eli,['DL'],,True,,,,,B7C625245F9AEEFE,,#elimostaert-NFL-JAX,,Active,mostaert,289,,,9999999.0,,eli,,,,,,Mostaert,,,,elimostaert,,North Dakota State,accf49a0-248d-11f0-bb82-6bdcc18364fa,,nfl,DT,Eli Mostaert,,JAX,75
,[],Ravenwood (TN),OL,11659,,,1.0,,,"{'channel_id': '1113708730970566656', 'rookie_year': '2024'}",Graham,['OL'],,True,,1215375.0,,,E5EA7E55E0FF,,#grahambarton-NFL-TB-62,1729438507109.0,Active,barton,314,2002-06-01,,9999999.0,62.0,graham,,,22.0,,,Barton,,,,grahambarton,17729.0,Duke,8e0e175e-ab3d-42e1-8494-e6b56f051c79,,nfl,OL,Graham Barton,,TB,77
,[],Collegiate School,,6237,,,3.0,,,{'channel_id': '1116853220510007296'},Wilton,['QB'],,True,21167.0,,,,,,#wiltonspeight-NFL-FA-5,,Active,speight,232,1994-12-06,,9999999.0,5.0,wilton,,,27.0,,,Speight,32327.0,,3115966.0,wiltonspeight,13908.0,UCLA,1c56ddce-b89d-43c3-a268-f19e625938aa, 00-0035037,nfl,QB,Wilton Speight,822513.0,,78
,[],,,3746,,,0.0,,,,Darreon,['LB'],,False,18558.0,,,,,,#darreonherring-NFL-FA-49,,Inactive,herring,230,1993-11-23,,9999999.0,49.0,darreon,,,24.0,,,Herring,29717.0,,2972350.0,darreonherring,11574.0,Vanderbilt,,,nfl,ILB,Darreon Herring,,,"6'2"""
,[],I.C. Norcom,,3950,,,6.0,,,{'channel_id': '1116852917333131264'},Joe,['DB'],,True,18783.0,,,,,,#joepowell-NFL-FA-43,,Active,powell,205,1994-02-25,,9999999.0,43.0,joe,,,27.0,,,Powell,30078.0,,4006388.0,joepowell,11676.0,Globe,2f7dcf00-b651-4747-8acd-9419ed61138e,,nfl,SS,Joe Powell,,,74
,[],Reserve (LA) East St. John,,3846,,,6.0,,,{'channel_id': '1116852911003926528'},Duke,['WR'],Questionable,True,18666.0,824249.0,,,,Hamstring,#dukewilliams-NFL-FA-0,1630014314184.0,Active,williams,225,1993-05-13,,9999999.0,0.0,duke,,,28.0,,,Williams,29973.0,,3115315.0,dukewilliams,10945.0,Auburn,55482edf-8604-4cf6-9a5c-d1124e22ac83, 00-0032945,nfl,WR,Duke Williams,824249.0,,75
,[],Southern Alamance,,6392,,,3.0,,,{'channel_id': '1116853243721285632'},Johnathan,['WR'],,True,21397.0,,,,,,#johnathanlloyd-NFL-FA-10,,Active,lloyd,190,1995-12-04,,9999999.0,10.0,johnathan,,,26.0,,,Lloyd,32176.0,,3116559.0,johnathanlloyd,14050.0,Duke,70f40bb8-c6b3-4cdd-b9dd-547a090e1edd, 00-0035614,nfl,WR,Johnathan Lloyd,820719.0,,72
,[],Spring Valley (SC),LILB,8272,,,3.0,,,"{'channel_id': '1113708739761827840', 'rookie_year': '2022'}",Channing,['LB'],,True,,1131037.0,,,565CF47238F4,,#channingtindall-NFL-MIA-41,1663881329928.0,Active,tindall,236,2000-03-28,3.0,9999999.0,41.0,channing,,,25.0,,,Tindall,,,,channingtindall,15883.0,Georgia,ba1414b9-f50f-4dac-b721-010a28f7c1a2,,nfl,LB,Channing Tindall,,MIA,74
,[],Hutto (TX),,817,,,11.0,,,,Jeremy,['WR'],,False,12794.0,,,,,,#jeremykerley-NFL-FA-10,1538001302423.0,Inactive,kerley,188,1988-11-08,,9999999.0,10.0,jeremy,,6551.0,33.0,,,Kerley,24940.0,,14151.0,jeremykerley,7392.0,Texas Christian,769d7178-df4e-4127-8166-8116165921e8,00-0028091,nfl,WR,Jeremy Kerley,400313.0,,69
,[],Dripping Springs (TX),,8831,,,2.0,,,"{'channel_id': '1113708782178824192', 'rookie_year': '2022'}",Ethan,['WR'],,True,,962484.0,,,AEB22C97ABE8,,#ethanfernea-NFL-FA-13,1730229056217.0,Active,fernea,195,1998-03-02,,289.0,13.0,ethan,,,26.0,,,Fernea,,,,ethanfernea,16484.0,UCLA,e983b200-d396-11ec-96a0-c3471a31202c,,nfl,WR,Ethan Fernea,,,72
,[],Southeast (NC),,8751,,,2.0,,,"{'channel_id': '1116853524848705536', 'years_exp_shift': '1'}",Dylan,['TE'],,True,,910778.0,,,,,#dylanparham-NFL-FA-0,1663104910278.0,Active,parham,245,1998-05-31,,378.0,0.0,dylan,,,24.0,,,Parham,,,,dylanparham,16479.0,North Carolina State,626d2a50-d254-11ec-b16e-cf7159baf83d,,nfl,TE,Dylan Parham,,,77
,[],Adairsville (GA),,2313,,,7.0,,,"{'channel_id': '1116852792003133440', 'injury_override_regular_2020_5': 'Active'}",Vic,"['DL', 'LB']",,True,16769.0,,,,,,#vicbeasley-NFL-FA-51,1608078051424.0,Inactive,beasley,246,1992-07-08,,851.0,51.0,vic,,10365.0,29.0,,,Beasley,28396.0,,2512400.0,vicbeasley,9261.0,Clemson,d1d46ded-4585-4760-81b4-62b80d31a3b0,00-0032240,nfl,DE,Vic Beasley,,,75
,[],Lake Cormorant (MS),,11189,,,1.0,,,{'channel_id': '1116852661522530304'},Zay,['WR'],,True,,1446481.0,,,F951B9FF8460,,#zaymalone-NFL-FA-82,1696968936807.0,Active,malone,180,2000-03-06,,9999999.0,82.0,zay,,,23.0,,,Malone,,,,zaymalone,17464.0,Henderson State,97bb95a0-e8f8-11ed-97c4-bbe7cc903dfe,,nfl,WR,Zay Malone,,,69
,[],West Monroe (LA),,1405,,,9.0,,,{'channel_id': '1116852736055312384'},Barkevious,"['DB', 'LB']",,True,14949.0,,,,,,#barkeviousmingo-NFL-FA-52,1626033015891.0,Inactive,mingo,235,1990-10-04,,719.0,52.0,barkevious,,8381.0,31.0,,,Mingo,26629.0,,15805.0,barkeviousmingo,8708.0,Louisiana State,92503804-7aff-4f22-adca-421800786179,00-0030558,nfl,LB,Barkevious Mingo,498975.0,,77
,[],Pottsville Area (PA),,3593,,,9.0,,,{'rookie_year': '2016'},Anthony,['WR'],,True,18373.0,,,,,,#anthonykelly-NFL-FA-0,,Active,kelly,210,1993-04-14,,9999999.0,0.0,anthony,,,31.0,,,Kelly,29579.0,,,anthonykelly,11652.0,Kutztown,8ea42c70-58fe-4842-8eb1-7fe556a151a1,,nfl,WR,Anthony Kelly,,,75
,[],,,28,,,8.0,,,,Aaron,['DB'],,False,796.0,,,,,,#aaronross-NFL-FA-38,,Inactive,ross,197,1982-09-15,,9999999.0,38.0,aaron,,,34.0,,,Ross,,,10464.0,aaronross,,Texas,fef6074b-6053-482e-a1e9-9577f3a394b1,,nfl,CB,Aaron Ross,,,"6'0"""
,[],Newport (WA),OL,12664,,,0.0,,,"{'channel_id': '1221956909242785792', 'rookie_year': '0'}",Jackson,['OL'],,True,,,,,04F4AD8FD608CCED,,#jacksonslater-NFL-TEN-64,1745698527990.0,Active,slater,311,2003-05-30,,9999999.0,64.0,jackson,,,21.0,,,Slater,,,,jacksonslater,18752.0,Sacramento State,60c2c49f-59b8-44c6-8760-2b3418e35f74,,nfl,OL,Jackson Slater,,TEN,75
,[],Waconia (MN),,2360,,,8.0,,,{'channel_id': '1116852797938073600'},Maxx,['TE'],,True,16816.0,651658.0,,,,,#maxxwilliams-NFL-FA-87,1671411039223.0,Active,williams,252,1994-04-12,,9999999.0,87.0,maxx,,10298.0,28.0,,,Williams,28443.0,,2970726.0,maxxwilliams,10128.0,Minnesota,52f4a43a-64a9-4d69-a9e2-28bd60f68e49,00-0031558,nfl,TE,Maxx Williams,651658.0,,76
,[],Beaverhead County (MT),,7223,,,2.0,,,{'channel_id': '1116853351888191488'},Jason,['LB'],,True,22225.0,,,,,,#jasonferris-NFL-FA-45,1597713013156.0,Active,ferris,200,1996-07-23,,9999999.0,45.0,jason,,,25.0,,,Ferris,33136.0,,,jasonferris,14967.0,Montana Western,afe42690-dd63-46d2-8246-fa5346a7040f,,nfl,LB,Jason Ferris,,,71
,[],Chaminade-Madonna (FL),,6369,,,3.0,,,{'channel_id': '1116853239761862656'},Khairi,['DL'],,True,21250.0,,,,,,#khairiclark-NFL-FA-0,,Active,clark,311,1994-10-31,,9999999.0,0.0,khairi,,,27.0,,,Clark,32089.0,,3121643.0,khairiclark,14039.0,Florida,0afaf743-1240-4598-91d4-13f003573789, 00-0035362,nfl,DL,Khairi Clark,,,73
,[],Muskogee (OK),,1474,,,9.0,,,{'channel_id': '1116852739792437248'},Stacy,['DL'],,True,15069.0,,,,,,#stacymcgee-NFL-FA-65,1574810136270.0,Inactive,mcgee,341,1990-01-17,,9999999.0,65.0,stacy,,8604.0,31.0,,,McGee,26828.0,,15906.0,stacymcgee,8964.0,Oklahoma,0606c9ab-8351-4a38-8ca4-ceb16e982f6a,00-0030515,nfl,DT,Stacy McGee,447960.0,,75
,[],Summerville (SC),,830,,,12.0,,,{'channel_id': '1116853480875622400'},A.J.,['WR'],,True,12845.0,458093.0,,,,,#ajgreen-NFL-FA-18,1675728052154.0,Active,green,207,1988-07-31,,216.0,18.0,aj,,6438.0,34.0,,,Green,24791.0,,13983.0,ajgreen,7241.0,Georgia,c9701373-23f6-4058-9189-8d9c085f3c49,00-0027942,nfl,WR,A.J. Green,458093.0,,76
,[],Garfield (WA),,1981,,,6.0,,,,Deandre,['DL'],,False,16248.0,,,,,,#deandrecoleman-NFL-FA-98,1514322602217.0,Inactive,coleman,315,1991-01-27,,9999999.0,98.0,deandre,,,29.0,,,Coleman,27870.0,,17128.0,deandrecoleman,9402.0,California,f14b5193-0f82-4bdb-852d-05af0fb59d5f,,nfl,DT,Deandre Coleman,498129.0,,"6'3"""
,[],Hargrave Military Academy (VA),,1222,,,10.0,,,{'channel_id': '1116852717709426688'},Bobby,"['OL', 'OT']",,True,14483.0,512184.0,,,,,#bobbymassie-NFL-FA-70,1671588956578.0,Active,massie,316,1989-08-01,,9999999.0,70.0,bobby,,7455.0,32.0,,,Massie,25822.0,,15096.0,bobbymassie,8304.0,Ole Miss,86c5152c-c823-4127-97e6-2fedf532e8e8,00-0029528,nfl,T,Bobby Massie,,,78
,[],West Forsyth (NC),OL,12592,,,0.0,,,"{'channel_id': '1221700202071597056', 'rookie_year': '0', 'source_id': '995d8277-a90f-472b-ad53-b11e5431b9ab'}",Jared,['OL'],,True,,,,,D7A22F011E4CE5F1,,#jaredwilson-NFL-NE-58,1745637626626.0,Active,wilson,310,2003-06-05,,9999999.0,58.0,jared,,,21.0,,,Wilson,,,,jaredwilson,18747.0,Georgia,62a594a6-c41c-4771-8bef-8c51ee09dd17,,nfl,OL,Jared Wilson,,NE,75
,[],Norco (CA),,8932,,,2.0,,,"{'channel_id': '1116853551654502400', 'rookie_year': '2022'}",Lucas,['K'],,True,,1068756.0,,,80ABD4FB52A8,,#lucashavrisik-NFL-FA-30,1730390423861.0,Active,havrisik,188,1999-09-29,,609.0,30.0,lucas,,,25.0,,,Havrisik,,,,lucashavrisik,16646.0,Arizona,acb45400-339b-11ed-bc62-03fa2e99e805,,nfl,K,Lucas Havrisik,,,74
,[],Christchurch (VA),,11960,,,1.0,,,"{'channel_id': '1113708835991744512', 'rookie_year': '2024'}",Steven,['TE'],,True,,1118329.0,,,74D22D41C8ED,,#stevenstilianos-NFL-FA,1724712345939.0,Active,stilianos,251,2000-02-25,,582.0,,steven,,,24.0,,,Stilianos,,,,stevenstilianos,18305.0,Iowa,e9fb2b30-06f9-11ef-9240-8d12342c0f25,,nfl,TE,Steven Stilianos,,,77
,[],Salesianum (DE),LILB,6353,,,6.0,,,"{'channel_id': '1113708705876045824', 'rookie_year': '2019'}",Troy,['LB'],,True,21332.0,836169.0,,,C679C0D276D8,,#troyreeder-NFL-LAR-51,1744319753297.0,Active,reeder,236,1994-09-13,2.0,9999999.0,51.0,troy,,,30.0,,,Reeder,32135.0,,3116177.0,troyreeder,14013.0,Delaware,d0412c6f-ac97-420c-a9e2-1ca587c480b2, 00-0035617,nfl,LB,Troy Reeder,,LAR,75
,[],,,11578,,,0.0,,,,Player,['RB'],,False,,,,,,,#playerinvalid-NFL-FA,1721426448047.0,Inactive,invalid,,,,,,player,,,,,,Invalid,,,,playerinvalid,17857.0,,,,nfl,RB,Player Invalid,,,
,[],Weyburn Comprehensive (CAN),,2956,,,7.0,,,{'channel_id': '1116852826224459776'},Brett,['OL'],Questionable,True,17435.0,737136.0,Strain,,,Biceps,#brettjones-NFL-FA-65,1639449023451.0,Active,jones,315,1991-07-29,,9999999.0,65.0,brett,,,30.0,,,Jones,28376.0,,3173563.0,brettjones,10667.0,Regina (CAN),ec606880-b9d9-4765-b70d-7f249e06c2aa,00-0031489,nfl,C,Brett Jones,,,74
,[],Columbia,,5504,,,4.0,,,{'channel_id': '1116853113383288832'},Mackendy,['DL'],,True,20232.0,,,,,,#mackendycheridor-NFL-FA-96,,Active,cheridor,275,1994-09-20,,9999999.0,96.0,mackendy,,,27.0,,,Cheridor,31353.0,,3042381.0,mackendycheridor,13089.0,Georgia State,7f4d9680-0577-4195-9168-2fb90bb18e9c,00-0034134,nfl,DE,Mackendy Cheridor,,,77
,[],Bishop Dunne (TX),,8587,,,2.0,,,"{'channel_id': '1116853501876502528', 'years_exp_shift': '1'}",Josh,['DB'],Questionable,True,,923343.0,,,,Undisclosed,#joshdrayden-NFL-FA-0,1662678661230.0,Active,drayden,185,1998-04-10,,9999999.0,0.0,josh,,,24.0,,,Drayden,,,,joshdrayden,16358.0,California,6b32d4c0-ca5f-11ec-a405-85147f12d5b8,,nfl,CB,Josh Drayden,,,70
,[],Turner County (GA),,12453,,,1.0,,,"{'channel_id': '1185743233657880576', 'rookie_year': '', 'years_exp_shift': '1'}",Ontaria,['WR'],,True,,,,,,,#ontariawilson-NFL-FA,,Active,wilson,175,1999-08-12,,9999999.0,,ontaria,,,25.0,,,Wilson,,,,ontariawilson,,Florida State,e69d8900-d454-11ef-9020-bd6948daf1be,,nfl,WR,Ontaria Wilson,,,72
,[],Central (MI),,2737,,,7.0,,,{'channel_id': '1116852820612481024'},Eric,['DL'],,True,17205.0,,,,,,#ericcrume-NFL-FA-72,,Active,crume,330,1993-10-18,,9999999.0,72.0,eric,,,28.0,,,Crume,28846.0,,2577606.0,ericcrume,10794.0,Syracuse,d6ba0f0b-812e-4a60-89b6-0fe5aecd9808,,nfl,DT,Eric Crume,,,72
,[],Corsicana (TX),,459,,,12.0,,,,David,['LB'],,False,9373.0,,,,,,#davidhawthorne-NFL-FA-56,,Inactive,hawthorne,246,1985-05-14,,9999999.0,56.0,david,,,35.0,,,Hawthorne,9065.0,,11544.0,davidhawthorne,6291.0,Texas Christian,5118a99e-a953-4bc1-a914-faff1db5466c,,nfl,LB,David Hawthorne,,,"6'0"""
,[],Benedictine College Prep (VA),,8600,,,1.0,,,"{'channel_id': '1116853503990431744', 'years_exp_shift': '1'}",Ellis,['LB'],,True,,1067082.0,,,,,#ellisbrooks-NFL-FA-0,,Active,brooks,226,,,9999999.0,0.0,ellis,,,,,,Brooks,,,,ellisbrooks,15965.0,Penn State,f4408a50-ca69-11ec-a83a-8732d3d5a7e3,,nfl,LB,Ellis Brooks,,,73
,[],Oxford (AL),LILB,7815,,,4.0,,,"{'channel_id': '1113708727938084865', 'rookie_year': '2021'}",K.J.,['LB'],,True,,976697.0,,,4327874C695A,,#kjbritt-NFL-MIA-3,1741887029201.0,Active,britt,235,1999-06-04,2.0,485.0,3.0,kj,,,25.0,,,Britt,,,,kjbritt,15408.0,Auburn,2784acd6-85b1-4411-a00a-094a5fc01930,,nfl,LB,K.J. Britt,,MIA,72
,[],Blue Mountain (PA),TE,12700,,,0.0,,,"{'channel_id': '1221987074761043968', 'rookie_year': '0'}",Gavin,['TE'],,True,,,,,C355B75F04A896FC,,#gavinbartholomew-NFL-MIN-86,1745755231353.0,Active,bartholomew,246,2003-04-30,,9999999.0,86.0,gavin,,,22.0,,,Bartholomew,,,,gavinbartholomew,18573.0,Pittsburgh,c1b41bdc-c726-4ee5-910f-b5e4a00412a3,,nfl,TE,Gavin Bartholomew,,MIN,77
